Clustering Summary:
Number of clusters: 3
Size of Cluster 0: 201
Size of Cluster 1: 199
Size of Cluster 2: 200

Number of given clusters: 3
Cross Tabulation:
Cluster ID   1   2   3   
0            200 0   1   
1            0   0   199 
2            0   200 0   

Cluster Membership
Record ID, Cluster Index, Cluster Index Given
168, 0, 0
169, 0, 0
170, 0, 0
171, 0, 0
172, 0, 0
173, 0, 0
174, 0, 0
175, 0, 0
176, 0, 0
177, 0, 0
178, 0, 0
179, 0, 0
180, 0, 0
181, 0, 0
182, 0, 0
183, 0, 0
184, 0, 0
185, 0, 0
186, 0, 0
187, 0, 0
188, 0, 0
189, 0, 0
190, 0, 0
191, 0, 0
192, 0, 0
193, 0, 0
194, 0, 0
195, 0, 0
196, 0, 0
197, 0, 0
198, 0, 0
199, 0, 0
200, 0, 0
201, 2, 1
202, 2, 1
203, 2, 1
204, 2, 1
205, 2, 1
206, 2, 1
207, 2, 1
208, 2, 1
209, 2, 1
210, 2, 1
211, 2, 1
212, 2, 1
213, 2, 1
214, 2, 1
215, 2, 1
216, 2, 1
217, 2, 1
218, 2, 1
219, 2, 1
220, 2, 1
221, 2, 1
222, 2, 1
223, 2, 1
224, 2, 1
225, 2, 1
226, 2, 1
227, 2, 1
228, 2, 1
229, 2, 1
230, 2, 1
231, 2, 1
232, 2, 1
233, 2, 1
234, 2, 1
235, 2, 1
236, 2, 1
237, 2, 1
238, 2, 1
239, 2, 1
240, 2, 1
241, 2, 1
242, 2, 1
243, 2, 1
244, 2, 1
245, 2, 1
246, 2, 1
247, 2, 1
248, 2, 1
249, 2, 1
250, 2, 1
251, 2, 1
252, 2, 1
253, 2, 1
254, 2, 1
255, 2, 1
256, 2, 1
257, 2, 1
258, 2, 1
259, 2, 1
260, 2, 1
261, 2, 1
262, 2, 1
263, 2, 1
264, 2, 1
265, 2, 1
266, 2, 1
267, 2, 1
268, 2, 1
269, 2, 1
270, 2, 1
271, 2, 1
272, 2, 1
273, 2, 1
274, 2, 1
275, 2, 1
276, 2, 1
277, 2, 1
278, 2, 1
279, 2, 1
280, 2, 1
281, 2, 1
282, 2, 1
283, 2, 1
284, 2, 1
285, 2, 1
286, 2, 1
287, 2, 1
288, 2, 1
289, 2, 1
290, 2, 1
291, 2, 1
292, 2, 1
293, 2, 1
294, 2, 1
295, 2, 1
296, 2, 1
297, 2, 1
298, 2, 1
299, 2, 1
300, 2, 1
301, 2, 1
302, 2, 1
303, 2, 1
304, 2, 1
305, 2, 1
306, 2, 1
307, 2, 1
308, 2, 1
309, 2, 1
310, 2, 1
311, 2, 1
312, 2, 1
313, 2, 1
314, 2, 1
315, 2, 1
316, 2, 1
317, 2, 1
318, 2, 1
319, 2, 1
320, 2, 1
321, 2, 1
322, 2, 1
323, 2, 1
324, 2, 1
325, 2, 1
326, 2, 1
327, 2, 1
328, 2, 1
329, 2, 1
330, 2, 1
331, 2, 1
332, 2, 1
333, 2, 1
334, 2, 1
335, 2, 1
336, 2, 1
337, 2, 1
338, 2, 1
339, 2, 1
340, 2, 1
341, 2, 1
342, 2, 1
343, 2, 1
344, 2, 1
345, 2, 1
346, 2, 1
347, 2, 1
348, 2, 1
349, 2, 1
350, 2, 1
351, 2, 1
352, 2, 1
353, 2, 1
354, 2, 1
355, 2, 1
356, 2, 1
357, 2, 1
358, 2, 1
359, 2, 1
360, 2, 1
361, 2, 1
362, 2, 1
363, 2, 1
364, 2, 1
365, 2, 1
366, 2, 1
367, 2, 1
368, 2, 1
369, 2, 1
370, 2, 1
371, 2, 1
372, 2, 1
373, 2, 1
374, 2, 1
375, 2, 1
376, 2, 1
377, 2, 1
378, 2, 1
379, 2, 1
380, 2, 1
381, 2, 1
382, 2, 1
383, 2, 1
384, 2, 1
385, 2, 1
386, 2, 1
387, 2, 1
388, 2, 1
389, 2, 1
390, 2, 1
391, 2, 1
392, 2, 1
393, 2, 1
394, 2, 1
395, 2, 1
396, 2, 1
397, 2, 1
398, 2, 1
399, 2, 1
400, 2, 1
401, 1, 2
402, 1, 2
403, 1, 2
404, 1, 2
405, 1, 2
406, 1, 2
407, 1, 2
408, 1, 2
409, 1, 2
410, 1, 2
411, 1, 2
412, 1, 2
413, 1, 2
414, 1, 2
415, 1, 2
416, 1, 2
417, 1, 2
418, 1, 2
419, 1, 2
420, 1, 2
421, 1, 2
422, 1, 2
423, 1, 2
424, 1, 2
425, 1, 2
426, 1, 2
427, 1, 2
428, 1, 2
429, 1, 2
430, 1, 2
431, 1, 2
432, 1, 2
433, 1, 2
434, 1, 2
435, 1, 2
436, 1, 2
437, 1, 2
438, 1, 2
439, 1, 2
440, 1, 2
441, 1, 2
442, 1, 2
443, 1, 2
444, 1, 2
445, 1, 2
446, 1, 2
447, 1, 2
448, 1, 2
449, 1, 2
450, 1, 2
451, 1, 2
452, 1, 2
453, 1, 2
454, 1, 2
455, 1, 2
456, 1, 2
457, 1, 2
458, 1, 2
459, 1, 2
460, 1, 2
461, 1, 2
462, 1, 2
463, 1, 2
464, 1, 2
465, 1, 2
466, 1, 2
467, 1, 2
468, 1, 2
469, 1, 2
470, 1, 2
471, 1, 2
472, 1, 2
473, 1, 2
474, 1, 2
475, 1, 2
476, 1, 2
477, 1, 2
478, 1, 2
479, 1, 2
480, 1, 2
481, 1, 2
482, 1, 2
483, 1, 2
484, 1, 2
485, 1, 2
486, 1, 2
487, 1, 2
488, 1, 2
489, 1, 2
490, 1, 2
491, 1, 2
492, 1, 2
493, 1, 2
494, 1, 2
495, 1, 2
496, 1, 2
497, 1, 2
498, 1, 2
499, 1, 2
500, 1, 2
501, 1, 2
502, 1, 2
503, 1, 2
504, 1, 2
505, 1, 2
506, 1, 2
507, 1, 2
508, 1, 2
509, 1, 2
510, 1, 2
511, 1, 2
512, 1, 2
513, 1, 2
514, 1, 2
515, 1, 2
516, 1, 2
517, 1, 2
518, 1, 2
519, 1, 2
520, 1, 2
521, 1, 2
522, 1, 2
523, 1, 2
524, 1, 2
525, 1, 2
526, 1, 2
527, 1, 2
528, 1, 2
529, 1, 2
530, 1, 2
531, 1, 2
532, 1, 2
533, 1, 2
534, 1, 2
535, 1, 2
536, 1, 2
537, 1, 2
538, 1, 2
539, 1, 2
540, 1, 2
541, 1, 2
542, 1, 2
543, 1, 2
544, 1, 2
545, 1, 2
546, 1, 2
547, 1, 2
548, 1, 2
549, 1, 2
550, 1, 2
551, 1, 2
552, 1, 2
553, 1, 2
554, 1, 2
555, 1, 2
556, 1, 2
557, 1, 2
558, 1, 2
559, 1, 2
560, 1, 2
561, 1, 2
562, 1, 2
563, 1, 2
564, 1, 2
565, 1, 2
566, 1, 2
567, 1, 2
568, 1, 2
569, 1, 2
570, 1, 2
571, 1, 2
572, 1, 2
573, 1, 2
574, 1, 2
575, 1, 2
576, 1, 2
577, 1, 2
578, 1, 2
579, 1, 2
580, 1, 2
581, 1, 2
582, 1, 2
583, 1, 2
584, 0, 2
585, 1, 2
586, 1, 2
587, 1, 2
588, 1, 2
589, 1, 2
590, 1, 2
591, 1, 2
592, 1, 2
593, 1, 2
594, 1, 2
595, 1, 2
596, 1, 2
597, 1, 2
598, 1, 2
599, 1, 2
600, 1, 2
